user_id,amount,created_at,settled_at,is_settled
4,188.99,2024-08-22,2024-08-24,1
4,564.65,2024-09-09,2024-09-10,1
4,259.92,2024-06-18,2024-06-20,1
4,282.38,2024-12-04,2024-12-04,1
4,496.14,2024-05-24,2024-05-28,1
5,1156.57,2024-06-21,2024-06-22,1
5,529.74,2024-12-13,2024-12-23,1
5,202.64,2024-11-07,2024-11-07,1
5,439.55,2024-08-16,2024-08-18,1
5,821.52,2024-02-16,2024-02-17,1
5,188.99,2024-01-12,2024-01-23,1
5,1128.62,2024-06-04,2024-06-05,1
5,367.81,2024-06-26,2024-06-26,1
5,54.03,2024-08-07,2024-08-07,1
5,544.95,2024-09-09,2024-09-15,1
5,704.94,2024-11-07,2024-11-09,1
5,1098.06,2024-04-28,2024-04-29,1
5,519.49,2024-12-07,2024-12-07,1
5,153.37,2024-04-07,2024-04-09,1
5,382.58,2024-07-15,2024-07-24,1
5,399.01,2024-01-23,2024-01-23,1
5,241.4,2024-01-01,2024-01-09,1
5,1025.41,2024-10-14,2024-10-16,1
5,533.39,2024-04-27,2024-04-28,1
5,218.77,2024-02-23,2024-03-03,1
5,341.37,2024-10-29,2024-10-29,1
5,815.48,2024-03-06,2024-03-08,1
5,860.13,2024-12-12,2024-12-13,1
5,67.78,2024-06-14,2024-06-16,1
5,1194.31,2024-05-12,2024-05-17,1
5,111.11,2024-11-25,2024-11-25,1
6,593.66,2024-12-01,2024-12-02,1
6,42.56,2024-12-25,2024-12-25,1
6,396.76,2024-03-01,2024-03-03,1
6,807.21,2024-04-01,2024-04-02,1
6,104.05,2024-03-18,2024-03-20,1
6,357.86,2024-09-05,2024-09-06,1
6,756.27,2024-09-09,2024-09-19,1
6,246.8,2024-08-01,2024-08-03,1
6,1296.14,2024-07-05,2024-07-07,1
6,503.58,2024-08-25,2024-08-25,1
6,311.42,2024-07-10,2024-07-10,1
6,780.78,2024-02-08,2024-02-10,1
6,441.43,2024-01-13,2024-01-14,1
6,193.26,2024-04-18,2024-04-20,1
6,560.17,2024-08-23,2024-08-23,1
6,1206.29,2024-06-28,2024-07-03,1
6,413.05,2024-10-15,2024-10-15,1
6,80.07,2024-04-21,2024-04-23,1
6,475.37,2024-11-30,2024-11-30,1
6,783.73,2024-03-02,2024-03-12,1
6,69.0,2024-05-12,2024-05-13,1
6,1960.3,2024-07-30,2024-08-03,1
6,1342.24,2024-02-07,2024-02-13,1
6,508.53,2024-11-28,2024-11-28,1
6,218.88,2024-05-17,2024-05-25,1
6,37.41,2024-03-24,2024-03-24,1
6,1761.86,2024-04-04,2024-04-05,1
6,250.45,2024-11-29,2024-12-05,1
6,445.24,2024-11-15,2024-11-17,1
6,368.41,2024-09-26,2024-09-28,1
7,741.42,2024-11-23,2024-11-24,1
7,72.85,2024-05-04,2024-05-06,1
7,1451.43,2024-11-04,2024-11-06,1
7,86.52,2024-07-16,2024-07-26,1
7,787.82,2024-04-20,2024-04-21,1
7,876.95,2024-06-05,2024-06-05,1
7,814.73,2024-07-14,2024-07-15,1
7,695.27,2024-11-25,2024-11-26,1
7,30.96,2024-07-02,2024-07-02,1
7,675.06,2024-11-19,2024-11-24,1
7,425.53,2024-10-08,2024-10-08,1
7,374.57,2024-09-10,2024-09-19,1
7,298.64,2024-12-28,2024-12-28,1
7,101.75,2024-07-28,2024-07-30,1
7,660.71,2024-11-19,2024-11-27,1
7,1153.17,2024-04-15,2024-04-17,1
7,116.36,2024-10-22,2024-10-24,1
7,1370.49,2024-10-28,2024-11-02,1
8,648.87,2024-10-17,2024-10-17,1
8,244.52,2024-10-20,2024-10-21,1
8,751.08,2024-12-29,2025-01-07,1
8,404.37,2024-06-28,2024-06-28,1
8,871.71,2024-06-04,2024-06-04,1
8,59.83,2024-03-24,2024-03-25,1
8,453.14,2024-11-22,2024-11-22,1
8,897.94,2024-07-29,2024-08-07,1
8,1918.22,2024-03-18,2024-03-23,1
8,151.76,2024-04-22,2024-04-23,1
8,311.86,2024-02-24,2024-03-06,1
8,498.41,2024-06-10,2024-06-12,1
8,339.15,2024-11-18,2024-11-20,1
8,842.39,2024-11-23,2024-11-25,1
8,811.05,2024-09-20,2024-09-21,1
8,474.88,2024-10-28,2024-11-04,1
8,74.28,2024-11-25,2024-11-27,1
8,188.36,2024-04-21,2024-04-21,1
8,791.71,2024-01-11,2024-01-12,1
8,359.79,2024-04-28,2024-04-28,1
8,928.19,2024-02-22,2024-02-29,1
8,235.67,2024-12-29,2024-12-30,1
8,515.39,2024-08-11,2024-08-13,1
9,859.45,2024-08-22,2024-08-23,1
9,123.82,2024-03-15,2024-03-15,1
9,450.06,2024-02-10,2024-02-10,1
9,394.8,2024-04-26,2024-04-26,1
9,15.57,2024-10-13,2024-10-14,1
9,1218.48,2024-06-21,2024-06-29,1
9,837.28,2024-05-01,2024-05-02,1
9,607.07,2024-10-18,2024-10-18,1
9,223.58,2024-10-22,2024-10-22,1
9,707.73,2024-02-24,2024-02-25,1
9,1113.1,2024-11-07,2024-11-09,1
9,645.13,2024-12-30,2024-12-30,1
9,93.53,2024-03-13,2024-03-13,1
9,1211.57,2024-01-25,2024-01-27,1
9,228.19,2024-04-17,2024-04-18,1
9,822.65,2024-01-17,2024-01-27,1
9,252.75,2024-01-12,2024-01-14,1
9,739.74,2024-07-16,2024-07-21,1
9,649.93,2024-05-22,2024-05-22,1
9,571.28,2024-03-26,2024-04-04,1
9,487.36,2024-01-07,2024-01-08,1
9,1025.93,2024-04-12,2024-04-14,1
9,311.09,2024-04-17,2024-04-18,1
10,564.51,2024-07-28,2024-07-28,1
10,52.63,2024-11-06,2024-11-07,1
10,691.93,2024-02-08,2024-02-08,1
10,432.03,2024-11-13,2024-11-13,1
10,83.63,2024-12-24,2024-12-24,1
10,628.13,2024-01-03,2024-01-04,1
10,581.27,2024-07-11,2024-07-21,1
10,705.89,2024-10-31,2024-11-02,1
10,365.44,2024-10-28,2024-10-29,1
10,202.97,2024-06-01,2024-06-03,1
10,902.54,2024-08-30,2024-08-31,1
10,318.55,2024-11-08,2024-11-08,1
10,606.08,2024-01-09,2024-01-14,1
10,933.14,2024-06-26,2024-06-26,1
10,537.7,2024-04-29,2024-04-29,1
10,306.57,2024-12-22,2024-12-22,1
10,96.59,2024-07-13,2024-07-20,1
10,225.66,2024-02-09,2024-02-15,1
10,362.13,2024-11-23,2024-11-24,1
10,208.48,2024-02-06,2024-02-06,1
10,783.55,2024-02-09,2024-02-11,1
11,1262.46,2024-10-30,2024-11-05,1
11,527.88,2024-05-12,2024-05-17,1
11,244.73,2024-01-31,2024-02-01,1
11,265.1,2024-03-22,2024-03-23,1
11,658.75,2024-01-12,2024-01-12,1
11,481.44,2024-08-10,2024-08-10,1
11,431.83,2024-11-21,2024-11-23,1
11,615.55,2024-02-29,2024-02-29,1
11,432.34,2024-07-14,2024-07-15,1
11,709.5,2024-01-22,2024-01-24,1
11,818.17,2024-09-26,2024-10-04,1
11,1468.07,2024-01-07,2024-01-11,1
11,220.59,2024-03-19,2024-03-21,1
11,261.94,2024-10-11,2024-10-17,1
11,1366.45,2024-02-08,2024-02-16,1
12,571.76,2024-03-24,2024-03-24,1
12,500.23,2024-09-13,2024-09-14,1
12,226.77,2024-10-07,2024-10-08,1
12,235.87,2024-07-26,2024-07-27,1
12,367.53,2024-07-17,2024-07-17,1
12,139.04,2024-02-15,2024-02-16,1
12,234.27,2024-11-14,2024-11-14,1
12,1310.09,2024-12-09,2024-12-09,1
12,379.43,2024-12-03,2024-12-05,1
12,140.4,2024-01-11,2024-01-11,1
12,799.57,2024-03-16,2024-03-27,1
12,753.7,2024-11-05,2024-11-05,1
12,349.34,2024-01-02,2024-01-02,1
12,425.4,2024-03-17,2024-03-18,1
12,655.79,2024-04-15,2024-04-15,1
12,173.88,2024-11-12,2024-11-13,1
12,1242.54,2024-02-10,2024-02-21,1
12,1041.48,2024-12-13,2024-12-22,1
12,317.52,2024-07-26,2024-07-27,1
12,1781.78,2024-01-03,2024-01-10,1
12,308.42,2024-03-27,2024-03-27,1
12,486.23,2024-05-01,2024-05-02,1
12,164.53,2024-07-01,2024-07-02,1
12,268.12,2024-07-29,2024-07-29,1
12,199.44,2024-04-02,2024-04-04,1
12,412.31,2024-11-27,2024-11-27,1
12,796.1,2024-01-04,2024-01-05,1
12,766.79,2024-05-31,2024-06-02,1
12,88.54,2024-08-15,2024-08-16,1
12,1454.16,2024-10-21,2024-10-23,1
12,190.72,2024-01-18,2024-01-20,1
12,113.41,2024-10-08,2024-10-09,1
12,263.1,2024-10-19,2024-10-19,1
12,235.32,2024-11-11,2024-11-12,1
12,31.55,2024-11-21,2024-11-21,1
12,497.28,2024-03-06,2024-03-06,1
13,572.68,2024-03-20,2024-03-21,1
13,327.28,2024-12-26,2024-12-28,1
13,122.67,2024-06-23,2024-06-23,1
13,94.32,2024-04-29,2024-05-01,1
13,326.24,2024-11-29,2024-12-01,1
13,551.63,2024-10-08,2024-10-10,1
13,246.01,2024-06-09,2024-06-10,1
13,266.33,2024-10-02,2024-10-13,1
13,90.55,2024-10-20,2024-10-21,1
13,601.18,2024-12-01,2024-12-08,1
13,512.45,2024-01-05,2024-01-15,1
13,239.96,2024-11-06,2024-11-12,1
13,406.78,2024-05-15,2024-05-19,1
13,1455.4,2024-11-23,2024-11-23,1
13,649.66,2024-10-30,2024-11-04,1
13,463.86,2024-07-10,2024-07-10,1
13,317.76,2024-11-19,2024-11-20,1
13,486.82,2024-04-11,2024-04-12,1
13,695.59,2024-11-26,2024-11-27,1
13,657.22,2024-03-29,2024-03-29,1
13,125.33,2024-11-11,2024-11-11,1
13,79.46,2024-10-17,2024-10-18,1
13,138.75,2024-09-21,2024-09-22,1
13,525.72,2024-04-26,2024-04-30,1
13,109.85,2024-10-26,2024-10-28,1
13,79.28,2024-11-21,2024-11-23,1
13,1003.67,2024-12-01,2024-12-03,1
13,445.33,2024-07-21,2024-07-21,1
13,108.8,2024-02-21,2024-02-21,1
14,558.32,2024-03-17,2024-03-17,1
14,159.88,2024-02-08,2024-02-10,1
14,437.39,2024-08-28,2024-08-29,1
14,371.94,2024-11-05,2024-11-05,1
14,730.09,2024-05-20,2024-05-29,1
14,1896.97,2024-09-27,2024-10-02,1
14,564.7,2024-06-18,2024-06-29,1
14,82.22,2024-05-31,2024-06-07,1
14,549.82,2024-12-10,2024-12-11,1
14,1624.49,2024-04-17,2024-04-19,1
14,131.24,2024-05-29,2024-05-31,1
14,229.04,2024-03-18,2024-03-18,1
14,241.69,2024-09-14,2024-09-16,1
14,207.38,2024-06-15,2024-06-17,1
14,628.6,2024-02-05,2024-02-05,1
14,1194.17,2024-03-13,2024-03-19,1
14,915.43,2024-11-11,2024-11-19,1
14,89.73,2024-06-08,2024-06-09,1
14,1234.5,2024-02-27,2024-03-07,1
14,765.53,2024-06-20,2024-06-24,1
14,412.72,2024-05-29,2024-05-29,1
14,454.35,2024-10-13,2024-10-23,1
14,185.63,2024-01-12,2024-01-14,1
14,443.45,2024-08-24,2024-08-26,1
14,440.67,2024-05-28,2024-05-29,1
14,722.55,2024-08-18,2024-08-26,1
14,601.31,2024-05-21,2024-05-23,1
14,634.32,2024-03-06,2024-03-07,1
14,445.44,2024-06-28,2024-06-29,1
14,689.53,2024-11-06,2024-11-07,1
14,503.15,2024-01-12,2024-01-17,1
14,416.17,2024-10-17,2024-10-18,1
15,291.68,2024-09-12,2024-09-17,1
15,264.65,2024-11-05,2024-11-07,1
15,1825.91,2024-01-25,2024-01-30,1
15,327.11,2024-01-25,2024-01-25,1
15,602.97,2024-05-20,2024-05-27,1
15,434.34,2024-11-11,2024-11-22,1
15,616.43,2024-10-13,2024-10-15,1
15,124.68,2024-12-10,2024-12-12,1
15,661.84,2024-03-23,2024-03-23,1
15,1036.23,2024-07-08,2024-07-10,1
15,303.52,2024-04-12,2024-04-12,1
15,474.12,2024-11-03,2024-11-04,1
15,162.39,2024-03-02,2024-03-04,1
15,352.8,2024-04-01,2024-04-03,1
15,769.45,2024-03-02,2024-03-03,1
15,714.25,2024-05-28,2024-06-02,1
15,582.47,2024-08-29,2024-08-29,1
15,137.96,2024-06-21,2024-06-21,1
15,456.46,2024-11-03,2024-11-03,1
15,174.91,2024-07-14,2024-07-15,1
15,27.77,2024-02-11,2024-02-11,1
15,288.93,2024-07-10,2024-07-10,1
15,356.03,2024-08-19,2024-08-21,1
16,35.93,2024-12-09,2024-12-09,1
16,445.94,2024-11-28,2024-11-30,1
16,1256.26,2024-04-18,2024-04-20,1
16,207.62,2024-05-18,2024-05-24,1
16,992.15,2024-01-28,2024-01-29,1
16,514.67,2024-11-15,2024-11-17,1
16,227.42,2024-08-07,2024-08-18,1
16,644.94,2024-02-18,2024-02-19,1
16,999.27,2024-08-04,2024-08-05,1
16,324.81,2024-12-12,2024-12-21,1
16,680.03,2024-06-08,2024-06-19,1
16,157.34,2024-09-29,2024-10-09,1
16,545.64,2024-11-10,2024-11-11,1
16,633.06,2024-07-31,2024-08-02,1
16,466.18,2024-05-01,2024-05-11,1
16,313.61,2024-05-28,2024-05-28,1
16,620.36,2024-10-28,2024-10-30,1
16,895.33,2024-12-13,2024-12-14,1
16,208.25,2024-07-31,2024-08-02,1
16,412.36,2024-02-13,2024-02-15,1
16,614.88,2024-12-18,2024-12-20,1
16,471.4,2024-08-16,2024-08-17,1
16,196.9,2024-03-12,2024-03-12,1
16,312.19,2024-11-15,2024-11-17,1
16,646.29,2024-10-28,2024-10-30,1
16,172.38,2024-03-26,2024-03-27,1
16,1104.28,2024-07-27,2024-07-27,1
16,378.84,2024-08-30,2024-09-08,1
16,567.27,2024-04-10,2024-04-12,1
16,1259.52,2024-08-14,2024-08-23,1
16,300.54,2024-12-24,2024-12-25,1
17,1617.75,2024-12-01,2024-12-08,1
17,328.24,2024-09-10,2024-09-11,1
17,245.8,2024-10-31,2024-11-02,1
17,745.03,2024-04-18,2024-04-19,1
17,803.55,2024-06-21,2024-06-23,1
17,677.83,2024-05-25,2024-05-25,1
17,655.22,2024-10-27,2024-10-28,1
17,948.05,2024-07-16,2024-07-23,1
17,634.19,2024-05-16,2024-05-24,1
17,277.97,2024-04-16,2024-04-17,1
17,149.71,2024-07-16,2024-07-16,1
17,297.49,2024-11-15,2024-11-15,1
17,611.68,2024-07-10,2024-07-11,1
17,278.48,2024-05-08,2024-05-09,1
17,464.14,2024-06-22,2024-06-22,1
17,716.05,2024-12-29,2024-12-30,1
17,951.35,2024-06-11,2024-06-12,1
17,200.05,2024-04-15,2024-04-16,1
17,184.16,2024-10-27,2024-10-29,1
17,450.34,2024-01-07,2024-01-09,1
17,147.85,2024-09-04,2024-09-06,1
18,729.18,2024-10-31,2024-10-31,1
18,128.8,2024-06-09,2024-06-11,1
18,656.16,2024-03-21,2024-03-29,1
18,287.76,2024-02-12,2024-02-13,1
18,1585.67,2024-04-07,2024-04-15,1
18,799.8,2024-01-22,2024-01-27,1
18,1196.95,2024-10-20,2024-10-25,1
18,338.0,2024-08-30,2024-09-01,1
18,459.51,2024-08-01,2024-08-01,1
18,864.03,2024-04-25,2024-05-01,1
18,445.07,2024-03-06,2024-03-07,1
18,658.71,2024-02-13,2024-02-15,1
18,520.72,2024-06-26,2024-06-26,1
18,218.08,2024-09-24,2024-09-24,1
18,1360.86,2024-02-16,2024-02-17,1
18,871.5,2024-02-11,2024-02-12,1
18,241.56,2024-09-15,2024-09-17,1
18,845.32,2024-08-07,2024-08-07,1
18,723.35,2024-09-02,2024-09-06,1
18,628.05,2024-10-28,2024-10-28,1
18,508.2,2024-09-25,2024-09-26,1
18,402.3,2024-02-28,2024-03-01,1
18,250.68,2024-06-02,2024-06-02,1
18,512.64,2024-09-21,2024-09-22,1
18,515.95,2024-12-29,2024-12-29,1
18,293.02,2024-05-10,2024-05-11,1
18,618.82,2024-07-08,2024-07-10,1
18,200.13,2024-02-10,2024-02-11,1
19,571.16,2024-10-15,2024-10-16,1
19,552.69,2024-09-04,2024-09-06,1
19,587.33,2024-09-03,2024-09-05,1
19,168.92,2024-10-29,2024-10-31,1
19,1086.58,2024-02-08,2024-02-15,1
19,271.41,2024-07-28,2024-07-29,1
19,673.62,2024-02-15,2024-02-15,1
19,1379.83,2024-02-04,2024-02-06,1
19,359.02,2024-12-09,2024-12-10,1
19,180.48,2024-03-23,2024-03-29,1
19,703.5,2024-11-22,2024-11-22,1
19,648.5,2024-04-30,2024-05-02,1
19,99.31,2024-06-12,2024-06-13,1
19,337.65,2024-06-09,2024-06-09,1
19,706.52,2024-03-08,2024-03-13,1
19,191.16,2024-04-19,2024-04-21,1
19,624.44,2024-06-06,2024-06-08,1
19,439.69,2024-10-02,2024-10-02,1
19,915.41,2024-07-19,2024-07-26,1
20,772.93,2024-08-19,2024-08-28,1
20,495.4,2024-06-05,2024-06-07,1
20,176.28,2024-03-07,2024-03-08,1
20,426.48,2024-12-12,2024-12-12,1
20,246.07,2024-07-28,2024-07-29,1
20,90.05,2024-05-15,2024-05-16,1
20,107.64,2024-08-24,2024-08-24,1
20,390.42,2024-02-18,2024-02-19,1
20,520.41,2024-10-21,2024-10-21,1
20,516.97,2024-04-15,2024-04-16,1
20,745.74,2024-01-17,2024-01-19,1
20,255.68,2024-07-01,2024-07-01,1
20,328.93,2024-05-06,2024-05-06,1
20,454.26,2024-01-19,2024-01-19,1
20,718.8,2024-10-27,2024-10-28,1
20,1132.07,2024-06-01,2024-06-03,1
20,736.91,2024-12-05,2024-12-06,1
20,614.36,2024-06-09,2024-06-10,1
20,482.25,2024-04-22,2024-04-23,1
20,204.37,2024-02-10,2024-02-20,1
20,1010.31,2024-09-22,2024-09-24,1
20,1008.44,2024-02-08,2024-02-15,1
20,1011.07,2024-12-15,2024-12-15,1
20,714.07,2024-09-24,2024-09-24,1
20,359.44,2024-03-02,2024-03-04,1
20,214.56,2024-10-20,2024-10-21,1
20,328.25,2024-03-13,2024-03-14,1
20,873.37,2024-12-29,2025-01-04,1
20,1599.15,2024-01-23,2024-02-03,1
21,392.95,2024-06-04,2024-06-04,1
21,324.95,2024-06-05,2024-06-06,1
21,722.36,2024-05-05,2024-05-05,1
21,812.09,2024-04-25,2024-04-26,1
21,1185.85,2024-04-22,2024-04-22,1
21,150.5,2024-12-28,2024-12-29,1
21,448.99,2024-09-18,2024-09-20,1
21,153.57,2024-02-06,2024-02-14,1
21,405.16,2024-05-13,2024-05-13,1
21,382.99,2024-10-04,2024-10-04,1
21,578.51,2024-06-10,2024-06-10,1
21,349.86,2024-04-18,2024-04-18,1
21,951.79,2024-01-21,2024-01-31,1
21,130.68,2024-05-04,2024-05-06,1
21,472.67,2024-09-29,2024-09-30,1
21,882.58,2024-06-13,2024-06-13,1
21,1422.18,2024-06-12,2024-06-22,1
21,508.51,2024-05-28,2024-05-30,1
21,1288.17,2024-07-02,2024-07-03,1
21,422.76,2024-11-03,2024-11-05,1
21,665.27,2024-08-15,2024-08-15,1
21,62.53,2024-07-10,2024-07-11,1
21,1406.18,2024-08-06,2024-08-08,1
21,1123.41,2024-06-11,2024-06-11,1
21,1238.29,2024-12-02,2024-12-02,1
21,374.52,2024-07-07,2024-07-18,1
21,831.74,2024-01-22,2024-01-24,1
21,442.69,2024-10-03,2024-10-04,1
21,871.23,2024-02-04,2024-02-04,1
21,378.0,2024-02-06,2024-02-06,1
21,311.88,2024-07-19,2024-07-21,1
21,214.9,2024-09-16,2024-09-17,1
21,488.84,2024-03-12,2024-03-12,1
21,426.49,2024-05-24,2024-05-25,1
21,645.58,2024-12-23,2024-12-24,1
21,820.41,2024-10-16,2024-10-18,1
21,956.27,2024-02-24,2024-03-03,1
21,909.1,2024-06-06,2024-06-14,1
22,280.51,2024-03-14,2024-03-15,1
22,488.06,2024-02-22,2024-02-23,1
22,277.28,2024-09-16,2024-09-18,1
22,230.1,2024-10-16,2024-10-17,1
22,1148.34,2024-12-26,2025-01-05,1
22,688.96,2024-07-27,2024-07-28,1
22,794.79,2024-11-20,2024-12-01,1
22,238.31,2024-05-26,2024-05-27,1
22,326.13,2024-04-09,2024-04-15,1
22,756.05,2024-06-27,2024-06-28,1
22,373.88,2024-11-11,2024-11-13,1
22,812.37,2024-12-29,2024-12-31,1
22,956.51,2024-07-19,2024-07-21,1
22,415.54,2024-02-10,2024-02-11,1
22,175.46,2024-08-14,2024-08-16,1
22,286.83,2024-01-31,2024-01-31,1
22,1083.23,2024-11-05,2024-11-09,1
22,662.81,2024-08-03,2024-08-10,1
22,711.32,2024-01-28,2024-02-04,1
22,1142.58,2024-12-21,2024-12-23,1
22,216.07,2024-11-08,2024-11-09,1
22,69.22,2024-02-15,2024-02-16,1
22,456.27,2024-12-02,2024-12-03,1
22,667.61,2024-01-29,2024-01-30,1
22,333.92,2024-08-17,2024-08-19,1
22,692.83,2024-07-04,2024-07-13,1
22,694.1,2024-07-05,2024-07-05,1
22,312.53,2024-06-01,2024-06-02,1
22,257.6,2024-11-08,2024-11-10,1
22,638.01,2024-11-02,2024-11-04,1
22,1446.39,2024-08-04,2024-08-04,1
22,84.12,2024-06-05,2024-06-05,1
22,202.39,2024-08-05,2024-08-05,1
22,480.27,2024-11-26,2024-12-03,1
22,84.93,2024-01-17,2024-01-19,1
22,535.86,2024-10-27,2024-10-27,1
22,171.11,2024-12-25,2024-12-27,1
23,521.58,2024-06-22,2024-06-22,1
23,1271.74,2024-03-24,2024-03-26,1
23,384.99,2024-08-13,2024-08-13,1
23,264.63,2024-02-15,2024-02-16,1
23,121.09,2024-01-03,2024-01-03,1
23,481.64,2024-08-22,2024-08-22,1
23,292.92,2024-09-28,2024-09-30,1
23,636.95,2024-11-27,2024-11-27,1
23,203.6,2024-10-25,2024-10-26,1
23,1002.63,2024-01-08,2024-01-09,1
23,177.01,2024-02-08,2024-02-09,1
23,746.46,2024-03-26,2024-03-26,1
23,129.37,2024-11-17,2024-11-19,1
23,643.81,2024-06-03,2024-06-05,1
23,2869.81,2024-11-18,2024-11-26,1
23,100.34,2024-04-08,2024-04-10,1
23,723.84,2024-12-14,2024-12-16,1
23,103.32,2024-04-23,2024-04-24,1
23,92.69,2024-07-11,2024-07-12,1
23,427.27,2024-08-08,2024-08-10,1
23,52.33,2024-04-18,2024-04-20,1
23,1233.94,2024-06-02,2024-06-10,1
23,668.93,2024-08-29,2024-08-29,1
23,615.95,2024-05-26,2024-05-27,1
23,484.23,2024-07-07,2024-07-07,1
23,677.02,2024-06-29,2024-07-01,1
23,932.22,2024-12-16,2024-12-17,1
23,1789.45,2024-11-21,2024-11-26,1
23,759.35,2024-04-12,2024-04-12,1
23,827.36,2024-11-27,2024-11-29,1
23,366.38,2024-06-17,2024-06-19,1
23,757.41,2024-04-21,2024-04-22,1
23,497.69,2024-02-16,2024-02-18,1
23,688.3,2024-08-28,2024-08-30,1
23,218.22,2024-07-20,2024-07-21,1
23,566.82,2024-01-10,2024-01-10,1
23,1052.49,2024-04-20,2024-04-20,1
23,1085.82,2024-02-20,2024-02-20,1
24,306.11,2024-06-15,2024-06-19,1
24,750.32,2024-05-20,2024-05-20,1
24,247.51,2024-03-03,2024-03-05,1
24,1197.91,2024-09-27,2024-10-08,1
24,37.11,2024-12-04,2024-12-06,1
24,397.51,2024-11-10,2024-11-11,1
24,581.36,2024-06-16,2024-06-16,1
24,361.01,2024-08-27,2024-08-29,1
24,567.67,2024-04-04,2024-04-06,1
24,326.34,2024-01-22,2024-01-22,1
24,353.9,2024-04-23,2024-04-29,1
24,282.54,2024-11-23,2024-11-23,1
24,399.29,2024-05-19,2024-05-19,1
24,343.94,2024-11-29,2024-12-01,1
24,234.88,2024-08-01,2024-08-02,1
24,345.79,2024-06-15,2024-06-23,1
24,686.3,2024-08-02,2024-08-03,1
24,758.09,2024-01-29,2024-01-31,1
24,537.76,2024-06-05,2024-06-10,1
24,401.16,2024-11-20,2024-11-24,1
25,475.27,2024-10-17,2024-10-18,1
25,228.83,2024-06-02,2024-06-04,1
25,380.15,2024-03-24,2024-03-25,1
